Latitude,Longitude,Elevation (m),Timestamp,Heart Rate,Power
63.4241570,10.4400230,108.7,2023-09-05T10:22:36Z,166,362
63.4241320,10.4399650,108.7,2023-09-05T10:22:37Z,166,360
63.4241120,10.4398830,108.7,2023-09-05T10:22:38Z,167,360
63.4240920,10.4397900,108.7,2023-09-05T10:22:39Z,168,354
63.4240680,10.4399450,108.7,2023-09-05T10:22:40Z,170,356
63.4240430,10.4398930,108.7,2023-09-05T10:22:41Z,170,364
63.4240200,10.4398630,108.7,2023-09-05T10:22:42Z,171,368
63.4239930,10.4398730,108.7,2023-09-05T10:22:43Z,171,372
63.4239680,10.4398830,108.7,2023-09-05T10:22:44Z,172,368
63.4239470,10.4398630,108.7,2023-09-05T10:22:45Z,172,368
63.4239200,10.4398650,108.7,2023-09-05T10:22:46Z,172,366
63.4238880,10.4398900,108.7,2023-09-05T10:22:47Z,172,364
63.4238400,10.4399380,108.7,2023-09-05T10:22:48Z,173,360
63.4238120,10.4399830,108.7,2023-09-05T10:22:49Z,173,360
63.4237770,10.4400200,108.7,2023-09-05T10:22:50Z,172,356
63.4237480,10.4400470,108.7,2023-09-05T10:22:51Z,171,354
63.4237200,10.4400570,108.7,2023-09-05T10:22:52Z,171,354
63.4236920,10.4400470,108.7,2023-09-05T10:22:53Z,171,352
63.4236600,10.4400370,108.7,2023-09-05T10:22:54Z,171,350
63.4236280,10.4400270,108.7,2023-09-05T10:22:55Z,171,350
63.4235970,10.4400220,108.7,2023-09-05T10:22:56Z,172,350
63.4235650,10.4400150,108.7,2023-09-05T10:22:57Z,172,350
63.4235330,10.4400030,108.7,2023-09-05T10:22:58Z,172,354
63.4235030,10.4399870,109.7,2023-09-05T10:22:59Z,172,356
63.4234700,10.4399750,109.7,2023-09-05T10:23:00Z,173,358
63.4234430,10.4399450,109.7,2023-09-05T10:23:01Z,174,360
63.4234050,10.4399420,109.7,2023-09-05T10:23:02Z,174,360
63.4233670,10.4399420,109.7,2023-09-05T10:23:03Z,174,366
63.4233320,10.4399370,109.7,2023-09-05T10:23:04Z,174,368
63.4232850,10.4399570,109.7,2023-09-05T10:23:05Z,175,366
63.4232470,10.4399530,109.7,2023-09-05T10:23:06Z,175,366
63.4232200,10.4399430,110.6,2023-09-05T10:23:07Z,175,366
63.4231850,10.4399230,110.6,2023-09-05T10:23:08Z,175,362
63.4231530,10.4399030,110.6,2023-09-05T10:23:09Z,175,360
63.4231200,10.4398880,110.6,2023-09-05T10:23:10Z,175,356
63.4230950,10.4398780,110.6,2023-09-05T10:23:11Z,175,350
63.4230630,10.4398620,110.6,2023-09-05T10:23:12Z,175,350
63.4230280,10.4398380,110.6,2023-09-05T10:23:13Z,175,348
63.4229980,10.4398170,110.6,2023-09-05T10:23:14Z,175,346
63.4229670,10.4397930,110.6,2023-09-05T10:23:15Z,175,346
63.4229350,10.4397730,110.6,2023-09-05T10:23:16Z,175,346
63.4229000,10.4397650,110.6,2023-09-05T10:23:17Z,175,346
63.4228700,10.4397650,110.6,2023-09-05T10:23:18Z,175,348
63.4228370,10.4397750,110.6,2023-09-05T10:23:19Z,175,354
63.4228120,10.4397770,110.6,2023-09-05T10:23:20Z,175,356
63.4227800,10.4397550,111.7,2023-09-05T10:23:21Z,175,362
63.4227420,10.4397320,111.7,2023-09-05T10:23:22Z,175,360
63.4227150,10.4397130,111.7,2023-09-05T10:23:23Z,175,356
63.4226730,10.4396920,111.7,2023-09-05T10:23:24Z,174,356
63.4226450,10.4396780,111.7,2023-09-05T10:23:25Z,174,352
63.4225980,10.4396950,111.7,2023-09-05T10:23:26Z,174,350
63.4225550,10.4397150,111.7,2023-09-05T10:23:27Z,174,352
63.4225330,10.4397300,111.7,2023-09-05T10:23:28Z,174,354
63.4224980,10.4397230,111.7,2023-09-05T10:23:29Z,174,354
63.4224680,10.4396950,111.7,2023-09-05T10:23:30Z,173,354
63.4224400,10.4396550,111.7,2023-09-05T10:23:31Z,173,354
63.4224170,10.4396120,111.7,2023-09-05T10:23:32Z,173,350
63.4223900,10.4395830,111.7,2023-09-05T10:23:33Z,173,350
63.4223550,10.4395600,111.7,2023-09-05T10:23:34Z,174,350
63.4223170,10.4395430,111.7,2023-09-05T10:23:35Z,174,352
63.4222720,10.4395150,111.7,2023-09-05T10:23:36Z,174,356
63.4222370,10.4394800,111.7,2023-09-05T10:23:37Z,174,354
63.4222130,10.4394550,111.7,2023-09-05T10:23:38Z,174,350
63.4221830,10.4394180,111.7,2023-09-05T10:23:39Z,174,350
63.4221550,10.4393730,111.7,2023-09-05T10:23:40Z,175,348
63.4221230,10.4393520,111.7,2023-09-05T10:23:41Z,175,346
63.4220900,10.4393270,111.7,2023-09-05T10:23:42Z,175,346
63.4220500,10.4392920,111.7,2023-09-05T10:23:43Z,175,348
63.4220170,10.4392580,111.7,2023-09-05T10:23:44Z,175,344
63.4219850,10.4392170,111.7,2023-09-05T10:23:45Z,175,344
63.4219470,10.4391750,111.7,2023-09-05T10:23:46Z,175,346
63.4219230,10.4391530,111.7,2023-09-05T10:23:47Z,175,350
63.4218930,10.4391250,111.7,2023-09-05T10:23:48Z,175,356
63.4218600,10.4391300,111.7,2023-09-05T10:23:49Z,174,360
63.4218280,10.4391230,111.7,2023-09-05T10:23:50Z,173,368
63.4217930,10.4391250,111.7,2023-09-05T10:23:51Z,172,378
63.4217580,10.4391100,111.7,2023-09-05T10:23:52Z,172,384
63.4217230,10.4391120,112.6,2023-09-05T10:23:53Z,172,388
63.4216950,10.4390980,112.6,2023-09-05T10:23:54Z,172,394
63.4216600,10.4390920,112.6,2023-09-05T10:23:55Z,172,398
63.4216200,10.4390730,112.6,2023-09-05T10:23:56Z,172,400
63.4215870,10.4390630,112.6,2023-09-05T10:23:57Z,172,400
63.4215620,10.4390500,112.6,2023-09-05T10:23:58Z,172,398
63.4215330,10.4390100,113.7,2023-09-05T10:23:59Z,173,398
63.4215030,10.4389530,113.7,2023-09-05T10:24:00Z,173,396
63.4214780,10.4389070,113.7,2023-09-05T10:24:01Z,174,388
63.4214530,10.4388550,113.7,2023-09-05T10:24:02Z,175,386
63.4214280,10.4388000,113.7,2023-09-05T10:24:03Z,175,384
63.4214050,10.4387580,113.7,2023-09-05T10:24:04Z,176,378
63.4213780,10.4387230,113.7,2023-09-05T10:24:05Z,176,372
63.4213520,10.4386900,113.7,2023-09-05T10:24:06Z,177,368
63.4213280,10.4386680,113.7,2023-09-05T10:24:07Z,177,364
63.4212950,10.4386400,113.7,2023-09-05T10:24:08Z,177,364
63.4212680,10.4386100,113.7,2023-09-05T10:24:09Z,176,362
63.4212400,10.4385730,113.7,2023-09-05T10:24:10Z,176,364
63.4212170,10.4385230,114.6,2023-09-05T10:24:11Z,176,364
63.4212000,10.4384730,114.6,2023-09-05T10:24:12Z,176,364
63.4211720,10.4384230,114.6,2023-09-05T10:24:13Z,176,362
63.4211530,10.4383970,114.6,2023-09-05T10:24:14Z,176,362
63.4211200,10.4383600,114.6,2023-09-05T10:24:15Z,176,362
63.4210900,10.4383430,114.6,2023-09-05T10:24:16Z,176,358
63.4210700,10.4383300,114.6,2023-09-05T10:24:17Z,176,356
63.4210420,10.4383070,114.6,2023-09-05T10:24:18Z,176,356
63.4210120,10.4382720,115.7,2023-09-05T10:24:19Z,176,358
63.4209870,10.4382350,115.7,2023-09-05T10:24:20Z,176,362
63.4209670,10.4382070,115.7,2023-09-05T10:24:21Z,176,364
63.4209430,10.4381770,115.7,2023-09-05T10:24:22Z,176,370
63.4209170,10.4381480,116.7,2023-09-05T10:24:23Z,176,374
63.4208830,10.4381170,116.7,2023-09-05T10:24:24Z,176,376
63.4208570,10.4380970,116.7,2023-09-05T10:24:25Z,176,382
63.4208320,10.4380800,116.7,2023-09-05T10:24:26Z,176,386
63.4208020,10.4380450,116.7,2023-09-05T10:24:27Z,176,390
63.4207750,10.4380180,116.7,2023-09-05T10:24:28Z,176,390
63.4207470,10.4379850,117.7,2023-09-05T10:24:29Z,177,394
63.4207270,10.4379580,117.7,2023-09-05T10:24:30Z,177,396
63.4207020,10.4379280,117.7,2023-09-05T10:24:31Z,177,396
63.4206720,10.4378830,117.7,2023-09-05T10:24:32Z,177,394
63.4206480,10.4378420,117.7,2023-09-05T10:24:33Z,177,392
63.4206280,10.4378020,117.7,2023-09-05T10:24:34Z,177,388
63.4206120,10.4377700,117.7,2023-09-05T10:24:35Z,177,386
63.4205900,10.4377270,117.7,2023-09-05T10:24:36Z,177,382
63.4205630,10.4376750,117.7,2023-09-05T10:24:37Z,177,380
63.4205450,10.4376380,117.7,2023-09-05T10:24:38Z,177,378
63.4205170,10.4375980,117.7,2023-09-05T10:24:39Z,178,374
63.4204900,10.4375720,117.7,2023-09-05T10:24:40Z,178,374
63.4204680,10.4375520,118.7,2023-09-05T10:24:41Z,178,372
63.4204420,10.4375330,118.7,2023-09-05T10:24:42Z,178,368
63.4204080,10.4375050,118.7,2023-09-05T10:24:43Z,178,366
63.4203880,10.4374830,118.7,2023-09-05T10:24:44Z,178,364
63.4203620,10.4374570,118.7,2023-09-05T10:24:45Z,178,362
63.4203300,10.4374230,118.7,2023-09-05T10:24:46Z,178,364
63.4203070,10.4373950,119.6,2023-09-05T10:24:47Z,178,366
63.4202850,10.4373750,119.6,2023-09-05T10:24:48Z,178,370
63.4202620,10.4373450,119.6,2023-09-05T10:24:49Z,178,376
63.4202370,10.4373130,119.6,2023-09-05T10:24:50Z,178,376
63.4202120,10.4372880,120.7,2023-09-05T10:24:51Z,178,380
63.4201800,10.4372570,120.7,2023-09-05T10:24:52Z,178,386
63.4201550,10.4372250,120.7,2023-09-05T10:24:53Z,178,388
63.4201350,10.4372020,120.7,2023-09-05T10:24:54Z,178,390
63.4201080,10.4371820,120.7,2023-09-05T10:24:55Z,178,388
63.4200830,10.4371520,120.7,2023-09-05T10:24:56Z,178,382
63.4200600,10.4371200,120.7,2023-09-05T10:24:57Z,178,378
63.4200300,10.4370800,120.7,2023-09-05T10:24:58Z,178,374
63.4200120,10.4370550,120.7,2023-09-05T10:24:59Z,178,366
63.4199820,10.4370200,120.7,2023-09-05T10:25:00Z,178,362
63.4199550,10.4369920,121.6,2023-09-05T10:25:01Z,178,358
63.4199300,10.4369600,121.6,2023-09-05T10:25:02Z,178,356
63.4199100,10.4369230,121.6,2023-09-05T10:25:03Z,178,358
63.4198920,10.4368750,121.6,2023-09-05T10:25:04Z,178,358
63.4198780,10.4368230,121.6,2023-09-05T10:25:05Z,178,358
63.4198620,10.4367630,121.6,2023-09-05T10:25:06Z,179,358
63.4198430,10.4367050,122.7,2023-09-05T10:25:07Z,179,358
63.4198230,10.4366630,122.7,2023-09-05T10:25:08Z,179,364
63.4198030,10.4366250,123.8,2023-09-05T10:25:09Z,179,372
63.4197880,10.4365830,123.8,2023-09-05T10:25:10Z,179,372
63.4197600,10.4365530,123.8,2023-09-05T10:25:11Z,179,370
63.4197370,10.4365530,123.8,2023-09-05T10:25:12Z,179,370
63.4197100,10.4365470,123.8,2023-09-05T10:25:13Z,179,364
63.4196750,10.4365300,123.8,2023-09-05T10:25:14Z,179,362
63.4196480,10.4365070,123.8,2023-09-05T10:25:15Z,179,360
63.4196150,10.4364870,123.8,2023-09-05T10:25:16Z,180,358
63.4195920,10.4364630,123.8,2023-09-05T10:25:17Z,180,358
63.4195600,10.4364280,123.8,2023-09-05T10:25:18Z,180,358
63.4195270,10.4363780,123.8,2023-09-05T10:25:19Z,179,356
63.4194950,10.4363420,123.8,2023-09-05T10:25:20Z,179,354
63.4194650,10.4363030,123.8,2023-09-05T10:25:21Z,179,350
63.4194420,10.4362730,123.8,2023-09-05T10:25:22Z,179,346
63.4194070,10.4362470,123.8,2023-09-05T10:25:23Z,180,346
63.4193820,10.4362350,123.8,2023-09-05T10:25:24Z,180,346
63.4193520,10.4362130,123.8,2023-09-05T10:25:25Z,179,346
63.4193130,10.4361930,123.8,2023-09-05T10:25:26Z,179,348
63.4192820,10.4361770,123.8,2023-09-05T10:25:27Z,179,346
63.4192480,10.4361500,123.8,2023-09-05T10:25:28Z,179,348
63.4192180,10.4361220,123.8,2023-09-05T10:25:29Z,179,352
63.4191880,10.4360930,123.8,2023-09-05T10:25:30Z,179,356
63.4191630,10.4360730,123.8,2023-09-05T10:25:31Z,179,360
63.4191330,10.4360570,123.8,2023-09-05T10:25:32Z,179,366
63.4191000,10.4360330,123.8,2023-09-05T10:25:33Z,179,366
63.4190700,10.4360120,123.8,2023-09-05T10:25:34Z,179,364
63.4190370,10.4359780,123.8,2023-09-05T10:25:35Z,179,364
63.4190080,10.4359580,123.8,2023-09-05T10:25:36Z,179,364
63.4189720,10.4359230,123.8,2023-09-05T10:25:37Z,179,364
63.4189480,10.4358930,123.8,2023-09-05T10:25:38Z,179,368
63.4189220,10.4358480,123.8,2023-09-05T10:25:39Z,179,370
63.4188950,10.4358050,123.8,2023-09-05T10:25:40Z,180,376
63.4188620,10.4357730,124.7,2023-09-05T10:25:41Z,180,382
63.4188300,10.4357380,124.7,2023-09-05T10:25:42Z,180,388
63.4187950,10.4357080,124.7,2023-09-05T10:25:43Z,179,394
63.4187570,10.4356670,124.7,2023-09-05T10:25:44Z,179,400
63.4187250,10.4356370,124.7,2023-09-05T10:25:45Z,179,402
63.4187020,10.4356050,124.7,2023-09-05T10:25:46Z,179,404
63.4186730,10.4355650,125.7,2023-09-05T10:25:47Z,179,412
63.4186450,10.4355270,125.7,2023-09-05T10:25:48Z,179,416
63.4186080,10.4354880,125.7,2023-09-05T10:25:49Z,179,416
63.4185830,10.4354500,125.7,2023-09-05T10:25:50Z,179,412
63.4185580,10.4354130,125.7,2023-09-05T10:25:51Z,179,408
63.4185320,10.4353820,125.7,2023-09-05T10:25:52Z,179,404
63.4185150,10.4353550,125.7,2023-09-05T10:25:53Z,179,400
63.4184920,10.4353270,125.7,2023-09-05T10:25:54Z,179,392
63.4184600,10.4352980,125.7,2023-09-05T10:25:55Z,179,386
63.4184250,10.4352480,125.7,2023-09-05T10:25:56Z,179,384
63.4183930,10.4352170,125.7,2023-09-05T10:25:57Z,179,378
63.4183620,10.4351780,125.7,2023-09-05T10:25:58Z,179,380
63.4183320,10.4351480,126.6,2023-09-05T10:25:59Z,179,384
63.4183030,10.4351220,126.6,2023-09-05T10:26:00Z,179,386
63.4182750,10.4350920,126.6,2023-09-05T10:26:01Z,179,386
63.4182500,10.4350500,126.6,2023-09-05T10:26:02Z,179,384
63.4182250,10.4350100,126.6,2023-09-05T10:26:03Z,179,382
63.4182000,10.4349770,126.6,2023-09-05T10:26:04Z,179,382
63.4181780,10.4349650,126.6,2023-09-05T10:26:05Z,179,382
63.4181380,10.4349600,126.6,2023-09-05T10:26:06Z,179,380
63.4181050,10.4349570,126.6,2023-09-05T10:26:07Z,179,376
63.4180770,10.4349570,126.6,2023-09-05T10:26:08Z,179,372
63.4180450,10.4349520,126.6,2023-09-05T10:26:09Z,179,368
63.4180050,10.4349380,126.6,2023-09-05T10:26:10Z,179,368
63.4179770,10.4349250,127.7,2023-09-05T10:26:11Z,180,368
63.4179430,10.4348950,127.7,2023-09-05T10:26:12Z,180,370
63.4179100,10.4348650,127.7,2023-09-05T10:26:13Z,180,374
63.4178800,10.4348370,127.7,2023-09-05T10:26:14Z,180,374
63.4178500,10.4348030,127.7,2023-09-05T10:26:15Z,180,376
63.4178170,10.4347620,127.7,2023-09-05T10:26:16Z,180,378
63.4177970,10.4347280,127.7,2023-09-05T10:26:17Z,180,380
63.4177730,10.4346870,127.7,2023-09-05T10:26:18Z,180,378
63.4177470,10.4346470,127.7,2023-09-05T10:26:19Z,180,374
63.4177200,10.4346050,127.7,2023-09-05T10:26:20Z,180,370
63.4176930,10.4345600,127.7,2023-09-05T10:26:21Z,180,366
63.4176670,10.4345180,127.7,2023-09-05T10:26:22Z,180,362
63.4176420,10.4344800,127.7,2023-09-05T10:26:23Z,180,360
63.4176120,10.4344430,127.7,2023-09-05T10:26:24Z,180,360
63.4175830,10.4344120,127.7,2023-09-05T10:26:25Z,180,360
63.4175550,10.4343800,127.7,2023-09-05T10:26:26Z,180,360
63.4175300,10.4343420,127.7,2023-09-05T10:26:27Z,180,358
63.4175050,10.4343000,127.7,2023-09-05T10:26:28Z,180,358
63.4174800,10.4342650,127.7,2023-09-05T10:26:29Z,180,356
63.4174530,10.4342300,127.7,2023-09-05T10:26:30Z,180,352
63.4174270,10.4341900,128.6,2023-09-05T10:26:31Z,180,354
63.4174000,10.4341480,128.6,2023-09-05T10:26:32Z,180,356
63.4173720,10.4341070,128.6,2023-09-05T10:26:33Z,180,356
63.4173380,10.4340630,128.6,2023-09-05T10:26:34Z,180,358
63.4173150,10.4340400,128.6,2023-09-05T10:26:35Z,180,358
63.4172820,10.4340080,128.6,2023-09-05T10:26:36Z,180,360
63.4172580,10.4339900,128.6,2023-09-05T10:26:37Z,180,364
63.4172320,10.4339600,128.6,2023-09-05T10:26:38Z,180,366
63.4171970,10.4339170,129.7,2023-09-05T10:26:39Z,181,368
63.4171770,10.4338720,129.7,2023-09-05T10:26:40Z,181,370
63.4171500,10.4338370,129.7,2023-09-05T10:26:41Z,181,370
63.4171150,10.4338050,129.7,2023-09-05T10:26:42Z,181,370
63.4170850,10.4337680,129.7,2023-09-05T10:26:43Z,181,372
63.4170550,10.4337350,129.7,2023-09-05T10:26:44Z,181,374
63.4170230,10.4337020,129.7,2023-09-05T10:26:45Z,181,374
63.4169930,10.4336770,129.7,2023-09-05T10:26:46Z,181,374
63.4169630,10.4336480,129.7,2023-09-05T10:26:47Z,181,376
63.4169330,10.4336150,129.7,2023-09-05T10:26:48Z,181,374
63.4169030,10.4335800,129.7,2023-09-05T10:26:49Z,181,376
63.4168750,10.4335420,129.7,2023-09-05T10:26:50Z,180,374
63.4168470,10.4335030,129.7,2023-09-05T10:26:51Z,180,370
63.4168180,10.4334670,129.7,2023-09-05T10:26:52Z,179,368
63.4167930,10.4334280,129.7,2023-09-05T10:26:53Z,179,368
63.4167650,10.4333850,129.7,2023-09-05T10:26:54Z,180,366
63.4167370,10.4333450,129.7,2023-09-05T10:26:55Z,180,368
63.4167120,10.4333120,129.7,2023-09-05T10:26:56Z,180,366
63.4166820,10.4332770,129.7,2023-09-05T10:26:57Z,180,364
63.4166530,10.4332420,129.7,2023-09-05T10:26:58Z,180,366
63.4166230,10.4332050,129.7,2023-09-05T10:26:59Z,180,368
63.4165920,10.4331700,129.7,2023-09-05T10:27:00Z,180,370
63.4165620,10.4331370,129.7,2023-09-05T10:27:01Z,180,376
63.4165320,10.4331050,129.7,2023-09-05T10:27:02Z,181,380
63.4165000,10.4330730,130.6,2023-09-05T10:27:03Z,181,384
63.4164720,10.4330430,130.6,2023-09-05T10:27:04Z,181,388
63.4164420,10.4330100,130.6,2023-09-05T10:27:05Z,181,386
63.4164120,10.4329770,130.6,2023-09-05T10:27:06Z,181,384
63.4163800,10.4329470,130.6,2023-09-05T10:27:07Z,181,382
63.4163520,10.4329150,130.6,2023-09-05T10:27:08Z,181,380
63.4163220,10.4328830,130.6,2023-09-05T10:27:09Z,181,380
63.4162950,10.4328500,130.6,2023-09-05T10:27:10Z,181,380
63.4162650,10.4328170,130.6,2023-09-05T10:27:11Z,181,380
63.4162330,10.4327750,130.6,2023-09-05T10:27:12Z,181,378
63.4162130,10.4327430,130.6,2023-09-05T10:27:13Z,181,378
63.4161880,10.4327030,130.6,2023-09-05T10:27:14Z,181,378
63.4161620,10.4326600,130.6,2023-09-05T10:27:15Z,181,374
63.4161380,10.4326150,130.6,2023-09-05T10:27:16Z,182,376
63.4161200,10.4325630,131.7,2023-09-05T10:27:17Z,182,378
63.4161000,10.4325080,131.7,2023-09-05T10:27:18Z,182,380
63.4160770,10.4324380,131.7,2023-09-05T10:27:19Z,182,380
63.4160620,10.4323870,131.7,2023-09-05T10:27:20Z,182,382
63.4160470,10.4323220,131.7,2023-09-05T10:27:21Z,182,380
63.4160300,10.4322550,131.7,2023-09-05T10:27:22Z,182,382
63.4160120,10.4321850,131.7,2023-09-05T10:27:23Z,182,384
63.4159970,10.4321150,131.7,2023-09-05T10:27:24Z,182,382
63.4159780,10.4320430,131.7,2023-09-05T10:27:25Z,182,382
63.4159650,10.4319700,131.7,2023-09-05T10:27:26Z,182,384
63.4159550,10.4318920,131.7,2023-09-05T10:27:27Z,182,380
63.4159480,10.4318180,131.7,2023-09-05T10:27:28Z,182,380
63.4159380,10.4317430,131.7,2023-09-05T10:27:29Z,182,382
63.4159270,10.4316720,131.7,2023-09-05T10:27:30Z,182,380
63.4159080,10.4316100,131.7,2023-09-05T10:27:31Z,182,380
63.4158880,10.4315530,131.7,2023-09-05T10:27:32Z,182,376
63.4158620,10.4315100,131.7,2023-09-05T10:27:33Z,182,372
63.4158300,10.4314780,131.7,2023-09-05T10:27:34Z,182,364
63.4157970,10.4314550,131.7,2023-09-05T10:27:35Z,182,360
63.4157630,10.4314470,131.7,2023-09-05T10:27:36Z,182,354
63.4157300,10.4314530,131.7,2023-09-05T10:27:37Z,182,354
63.4156970,10.4314630,131.7,2023-09-05T10:27:38Z,182,358
